artists,Track_Count,Avg_Pop,Max_Pop,Avg_Energy,Avg_Dance
Jor'dan Armstrong;Tim Bowman Jr.,1,19.0,19,0.75,0.67
"Dvicio;Antonio Rayo ""Rayito""",1,30.0,30,0.72,0.63
Duncan Laurence,1,80.0,80,0.33,0.45
Joseph Capriati;Flavio Folco,1,17.0,17,0.57,0.81
Joseph & Maia,1,35.0,35,0.34,0.45
Josement;Chris Lake,1,55.0,55,0.86,0.8
Dune Rats,1,26.0,26,0.97,0.5
Josef Slunge,1,27.0,27,0.39,0.52
Jose Basso;Floreal Ruiz,1,17.0,17,0.27,0.44
Jose A. Jimenez,1,21.0,21,0.45,0.5
Dune;Alesso,1,18.0,18,0.82,0.48
Jos & Eli;Yotto,1,36.0,36,0.46,0.72
Jorrgus & Crump,1,31.0,31,0.77,0.84
Jorrgus,1,29.0,29,0.67,0.62
Dune;Froning,1,19.0,19,0.9,0.61
Dungen,1,29.0,29,0.78,0.19
Joris Voorn;Kid A;Christian Löffler,1,53.0,53,0.46,0.5
Joris Voorn;Colyn,1,21.0,21,0.57,0.71
Duo Tiempo de Sol,1,39.0,39,0.88,0.69
Joseph Haydn;Manuel Blanco;Josep Pons;Orquesta Nacional De España,1,0.0,0,0.14,0.53
Joseph Haydn;Sigiswald Kuijken;Flanders Opera;Helmut Wildhaber;Krisztina Laki;La Petite Bande,1,0.0,0,0.02,0.26
Dunamis Music;Victor Valente,1,38.0,38,0.44,0.25
Josh A;NEFFEX,1,47.0,47,0.66,0.66
Duki;KHEA,1,82.0,82,0.56,0.85
Josh Groban;Arturo Sandoval,1,21.0,21,0.52,0.48
Josh Groban;Andrea Bocelli,1,52.0,52,0.42,0.25
Dulce María,1,0.0,0,0.88,0.7
Josh Gad;Luke Evans;Ensemble - Beauty and the Beast,1,59.0,59,0.59,0.5
Josh Gad;Idina Menzel;Kristen Bell;Cast - Olaf's Frozen Adventure,1,47.0,47,0.43,0.59
Dumb Punts,1,25.0,25,0.91,0.27
Josh A;Mr T Lexify,1,48.0,48,0.7,0.56
Dunamis Music;Rapha Gonçalves;Victor Valente,1,39.0,39,0.28,0.31
Josh A;Lil Revive,1,54.0,54,0.52,0.8
Josh A;Foti;iamjakehill,1,52.0,52,0.47,0.75
Dunamis Music;MORADA,1,38.0,38,0.74,0.36
Dunamis Music;Rapha Gonçalves,1,40.0,40,0.67,0.5
Dunamis Music;Rapha Gonçalves;Brunão Morada,1,39.0,39,0.78,0.19
Dunamis Music;Rapha Gonçalves;MORADA,1,45.0,45,0.84,0.25
Joseph Tilley,1,50.0,50,0.72,0.64
Joris Delacroix;Ornette,1,48.0,48,0.78,0.51
Duran Duran;Justin Timberlake,1,27.0,27,0.69,0.55
Jorin Williams,1,60.0,60,0.04,0.13
Dvice;Alex Kyza,1,42.0,42,0.88,0.74
Duzz;Froid;Dalua,1,43.0,43,0.46,0.64
Jorge Aragão;Zeca Pagodinho,1,42.0,42,0.62,0.65
Jorge Aragão;Emílio Santiago,1,41.0,41,0.53,0.5
Jorge Aragão;Elza Soares,1,42.0,42,0.7,0.53
Jorge Aragão;Beth Carvalho,1,38.0,38,0.84,0.5
Duñe;Crayon;Ichon,1,45.0,45,0.3,0.52
Duñe;Crayon;Lossapardo,1,57.0,57,0.71,0.72
Jordan Solomon,1,37.0,37,0.5,0.78
Jorge De Altinho,1,48.0,48,0.82,0.7
Jordan Sandhu;Zikar Sandhu,1,58.0,58,0.74,0.76
Jordan Sandhu;Mehar Vaani;Desi Crew,1,62.0,62,0.74,0.68
Jordan Sandhu;Arjan virk,1,58.0,58,0.73,0.7
Dvice;El Sica,1,45.0,45,0.65,0.48
Dvice;La Fortaleza Real;Juanka;Jehza,1,46.0,46,0.76,0.67
Dvice;La Fortaleza Real;Lyan;Jehza,1,46.0,46,0.57,0.81
Jordan Chan;Ekin Cheng;謝天華;林曉峰,1,47.0,47,0.49,0.7
Jorge Castro,1,19.0,19,0.46,0.27
Dutch Movement;FeestDJRuud,1,23.0,23,0.94,0.63
Jorginho do Império,1,37.0,37,0.55,0.72
Jorge Muñiz;Margarita la diosa de la cumbia,1,37.0,37,0.39,0.68
Durs;Blazy;Adrian Daniel,1,0.0,0,0.73,0.62
Jorge Vercillo;Péricles,1,39.0,39,0.61,0.6
Durs;Jacob,1,42.0,42,0.61,0.82
Durs;Who Knows?,1,37.0,37,0.59,0.68
Dustin O'Halloran;Hauschka,1,52.0,52,0.13,0.3
Jorge Sobral,1,18.0,18,0.34,0.36
Jorge Muñiz;Maria Del Sol,1,35.0,35,0.24,0.47
Dustinho,1,26.0,26,0.55,0.74
Jorge Drexler;Gal Costa,1,35.0,35,0.21,0.61
Jorge Muñiz;José Luis Duval,1,31.0,31,0.45,0.4
Jorge Muñiz;Ana Velasco,1,28.0,28,0.42,0.48
Dustycloud;Kage;LexBlaze,1,47.0,47,0.79,0.84
Jorge Muñiz;Amaury Gutiérrez,1,31.0,31,0.4,0.46
Jorge Leo & Atrato River,1,29.0,29,0.78,0.69
Dutch Melrose,1,59.0,59,0.46,0.62
Jorge Drexler;Sebastián Prada,1,38.0,38,0.27,0.67
Johnny Pacheco;Celia Cruz,1,27.0,27,0.65,0.74
Johnny Maestro;The Crests,1,30.0,30,0.56,0.53
Josh Groban;Jennifer Nettles,1,20.0,20,0.64,0.5
Joey Niceforo,1,19.0,19,0.26,0.23
Johann Sebastian Bach;Daniel Lozakovich;Chamber Orchestra of the Bavarian Radio;Radoslaw Szulc;Olga Watts,1,0.0,0,0.39,0.48
Eartha Kitt,1,0.0,0,0.24,0.47
Johann Sebastian Bach;Christoph Eschenbach,1,0.0,0,0.14,0.39
Earthists.,1,19.0,19,0.89,0.52
Earthspace,1,36.0,36,0.94,0.61
Earthspace;Ital,1,38.0,38,0.99,0.66
Eashwar Subramanian,1,18.0,18,0.29,0.37
Johann Sebastian Bach;Arioso Quartett Wien,1,0.0,0,0.04,0.17
Easter Brothers,1,35.0,35,0.25,0.62
Johann Pachelbel;Sir Neville Marriner;Academy of St. Martin in the Fields,1,63.0,63,0.13,0.13
Eastmountainsouth,1,52.0,52,0.08,0.3
Johan Söderqvist,1,2.0,2,0.26,0.37
Easton Corbin,1,0.0,0,0.77,0.73
Joey Smith,1,38.0,38,0.52,0.93
Joey Riot;Teddy,1,21.0,21,1.0,0.5
Joey Riot;Seduction,1,23.0,23,0.96,0.55
Joey Riot;Caz n' Kenny,1,22.0,22,0.99,0.54
Johann Sebastian Bach;David Bell;Berliner Philharmoniker;Herbert von Karajan,1,2.0,2,0.08,0.08
EarthLife,1,45.0,45,0.56,0.79
Johann Sebastian Bach;Fred Thomas,1,0.0,0,0.06,0.44
Earl Scruggs,1,23.0,23,0.33,0.47
EXID,1,71.0,71,0.94,0.75
Johann Sebastian Bach;Yo-Yo Ma,1,69.0,69,0.16,0.28
EXNUN,1,17.0,17,0.93,0.39
EZI,1,65.0,65,0.62,0.72
Johann Sebastian Bach;The English Concert;Trevor Pinnock,1,0.0,0,0.07,0.09
Johann Sebastian Bach;RIMA,1,1.0,1,0.04,0.37
Johann Sebastian Bach;Pietro De Maria,1,0.0,0,0.0,0.21
Earshot,1,60.0,60,0.93,0.5
Johann Sebastian Bach;Frederic Rosselet,1,0.0,0,0.19,0.4
Earth Groans,1,31.0,31,1.0,0.47
Earth n Days,1,0.0,0,0.9,0.72
Earth n Days;Mattei & Omich,1,0.0,0,0.94,0.7
"Earth, Wind & Fire;The Emotions",1,76.0,76,0.76,0.8
Johann Sebastian Bach;Göran Söllscher,1,0.0,0,0.2,0.36
Johann Sebastian Bach;Gundula Janowitz;Christa Ludwig;Fritz Wunderlich;Münchener Bach-Orchester;Karl Richter,1,0.0,0,0.24,0.34
Johann Sebastian Bach;Glenn Gould,1,66.0,66,0.01,0.45
Joey Riot,1,17.0,17,0.98,0.27
Joey Negro;Dave Lee,1,25.0,25,0.72,0.71
E-Force,1,20.0,20,0.99,0.32
"Easy Sleep Music;Sounds of Nature White Noise for Mindfulness, Meditation and Relaxation;Sonidos de la Naturaleza Rudio Blanco Para Bebes;Water Sounds Natural White Noise;Water Sounds Music Universe",1,33.0,33,1.0,0.09
Ebo Taylor;Uhuru-Yenzu,1,18.0,18,0.92,0.8
Joe Walsh,1,0.0,0,0.57,0.45
Ebru Yaşar,1,37.0,37,0.67,0.28
Joe Stone;Four of Diamonds,1,51.0,51,0.75,0.65
Joe Smooth;Kiko Franco,1,31.0,31,0.81,0.64
Joe Smooth;Irene Michaels,1,10.0,10,0.67,0.72
Joe Smooth;Groove Armada,1,7.0,7,0.69,0.78
Ecko;Cauty;Juanka,1,0.0,0,0.52,0.84
Joe Smooth;George Clinton,1,11.0,11,0.68,0.77
Ecko;Lyanno,1,0.0,0,0.58,0.71
Joe Smooth;Cosmic Gate,1,5.0,5,0.83,0.61
Ecko;Mariah Angeliq,1,0.0,0,0.63,0.81
Ecko;Omar Varela,1,42.0,42,0.54,0.83
Joe Sample,1,0.0,0,0.05,0.5
Joe Quijano;Paquito Guzman,1,32.0,32,0.63,0.73
Joe Pass,1,48.0,48,0.19,0.48
Joe Nichols,1,41.0,41,0.85,0.44
Ebo Taylor;Pat Thomas;Henrik Schwarz,1,49.0,49,0.63,0.76
Joel Carlo;Pedro Paulo & Alex,1,48.0,48,0.91,0.83
Joel Corry;David Guetta;Bryson Tiller,1,75.0,75,0.9,0.69
Eazy-E;Ice Cube,1,32.0,32,0.65,0.96
Joey Montana;Mike Bahía,1,0.0,0,0.42,0.59
Easy Star All-Stars;Mykal Rose,1,25.0,25,0.68,0.72
Joey Montana;De La Ghetto,1,0.0,0,0.82,0.72
Joey Montana;Danna Paola;NASRI,1,0.0,0,0.9,0.75
Eats Everything;Charlotte de Witte,1,54.0,54,0.73,0.75
Joey Cape,1,25.0,25,0.34,0.64
Eazy-E;Dr. Dre;MC Ren,1,25.0,25,0.59,0.82
Joell;Swanand Kirkire,1,45.0,45,0.23,0.52
Joel Corry;Jax Jones;Charli XCX;Saweetie,1,81.0,81,0.83,0.79
Eazy-E;Ice Cube;DJ Yella,1,27.0,27,0.5,0.86
Joel Grey;George M! Ensemble,1,21.0,21,0.54,0.45
Joel Fletcher;Ivan Ooze,1,40.0,40,0.85,0.86
Joel Fletcher;BIJOU,1,21.0,21,0.83,0.88
Joel Fletcher,1,19.0,19,0.8,0.6
Joel Corry;RAYE;David Guetta,1,76.0,76,0.78,0.67
Eben;Nathaniel Bassey,1,40.0,40,0.53,0.65
Johann Sebastian Bach;石丸由佳,1,0.0,0,0.07,0.14
Johannes Brahms;Cleveland Orchestra;Lorin Maazel,1,40.0,40,0.03,0.15
Johannes Brahms;Erwin Ortner;Arnold Schönberg Choir,1,1.0,1,0.04,0.1
Johannes Brahms;Jessye Norman;Daniel Barenboim;Wolfram Christ,1,0.0,0,0.03,0.2
EDDIE,1,38.0,38,0.82,0.61
John Wayne;Yuri Lemes;Milton Aguiar,1,26.0,26,1.0,0.41
John Vincent III,1,71.0,71,0.42,0.44
John Tesh;James Ingram,1,53.0,53,0.35,0.37
John Tavener;Voces8,1,27.0,27,0.04,0.13
John Talabot,1,19.0,19,0.58,0.73
John Smith,1,62.0,62,0.32,0.82
John Scofield;John Mayer,1,44.0,44,0.55,0.66
John Scofield,1,23.0,23,0.43,0.68
John Rutter;The Cambridge Singers,1,28.0,28,0.06,0.16
EDDIE;Voicians,1,39.0,39,0.7,0.52
John Reyton,1,42.0,42,0.78,0.79
John Powell;Jon Thor Birgisson;Gerard Butler;Craig Ferguson;Mary Jane Wells,1,49.0,49,0.07,0.33
John Powell;Hans Zimmer,1,37.0,37,0.03,0.17
EDX;Jess Ball,1,44.0,44,0.92,0.82
John Paul Young,1,24.0,24,0.57,0.62
EGOVERT;1nonly,1,51.0,51,0.47,0.72
John Wildcat;Dogge Doggelito,1,33.0,33,0.86,0.58
John Wildcat;Raggarbritta,1,23.0,23,0.75,0.71
John Williams;Byron Nelson High School Symphony Orchestra;Gary Keller,1,1.0,1,0.22,0.42
E-Force;Warface;Rebelion,1,21.0,21,0.88,0.46
E-Force;Adaro,1,20.0,20,0.97,0.51
E-Force;Carola,1,50.0,50,0.96,0.47
E-Force;Dimitri K,1,20.0,20,0.96,0.68
E-Force;Luna;Rude Convict,1,0.0,0,0.97,0.57
Johnny Hooker;Jáder,1,40.0,40,0.78,0.68
Johnny Hooker;Gaby Amarantos,1,42.0,42,0.78,0.71
Johnny Hooker,1,41.0,41,0.79,0.55
E-Jun Lee,1,50.0,50,0.5,0.4
ED209;DJ Quest,1,10.0,10,0.92,0.78
E-Mov;Quantum;Keren Porat Snapir,1,35.0,35,0.9,0.64
Johnny Cash,1,74.0,74,0.39,0.53
E-Rotic,1,26.0,26,0.95,0.62
E-Town Concrete,1,30.0,30,0.68,0.66
Johnny & The Hurricanes,1,24.0,24,0.76,0.6
EAV (Erste Allgemeine Verunsicherung),1,42.0,42,0.84,0.54
ED209,1,10.0,10,0.94,0.61
John McLaughlin;Shankar Mahadevan;Zakir Hussain,1,22.0,22,0.55,0.47
John Mayer;Katy Perry,1,64.0,64,0.35,0.69
EJ De Perio,1,28.0,28,0.33,0.49
EST Gee;Moneybagg Yo,1,5.0,5,0.91,0.65
John Dahlbäck;Agnes,1,0.0,0,0.66,0.78
John Concepcion;Vinsint,1,59.0,59,0.55,0.59
John Coltrane;Johnny Hartman,1,0.0,0,0.05,0.44
ESA (Electronic Substance Abuse),1,21.0,21,0.89,0.59
John Caparulo,1,21.0,21,0.35,0.63
John Bishop,1,24.0,24,0.45,0.54
John B;Camo & Krooked,1,17.0,17,0.81,0.29
John Amplificado;Vitor e Luan,1,44.0,44,0.77,0.67
John Davis & The Monster Orchestra,1,30.0,30,0.7,0.8
John Adams;Nicolas Hodges;Rolf Hind,1,47.0,47,0.14,0.52
EXE ROHIT;Kaif Imam,1,42.0,42,0.48,0.52
John A. Nilson,1,50.0,50,0.06,0.58
Johannes Brahms;Wiener Philharmoniker;Claudio Abbado,1,0.0,0,0.2,0.36
Johannes Brahms;Music Lab Collective,1,0.0,0,0.1,0.4
Johannes Brahms;Mischa Maisky;Pavel Gililov,1,0.0,0,0.01,0.08
Johannes Brahms;Karin Lechner,1,0.0,0,0.05,0.26
John Dahlbäck;Francesco Diaz;Young Rebels,1,0.0,0,0.71,0.8
ERRE,1,58.0,58,0.33,0.62
John Mayall & The Bluesbreakers;Eric Clapton,1,57.0,57,0.62,0.32
John Legend;Gary Clark Jr.,1,67.0,67,0.58,0.56
John Mayall & The Bluesbreakers,1,0.0,0,0.72,0.41
ELESDOIS;Dunamis Music,1,43.0,43,0.28,0.3
John Lunn;Johannes Bornlöf,1,0.0,0,0.09,0.42
John Lunn;Eivør,1,49.0,49,0.14,0.23
ELIJAH MOON;Sølace,1,51.0,51,0.38,0.83
ELIO;Charli XCX,1,68.0,68,0.59,0.8
John Lennon,1,77.0,77,0.26,0.55
John Lee Hooker,1,58.0,58,0.4,0.65
John De Sohn;Andrelli;Rasmus Hagen,1,60.0,60,0.68,0.59
John Keawe,1,26.0,26,0.18,0.53
John Frusciante;Josh Klinghoffer,1,31.0,31,0.87,0.64
John Elliott,1,33.0,33,0.48,0.68
ENNIO,1,38.0,38,0.21,0.6
ENØS,1,40.0,40,0.83,0.75
EPMD,1,61.0,61,0.47,0.73
John De Sohn;Ericka Jane,1,59.0,59,0.68,0.6
Josh Groban;Herbie Hancock,1,24.0,24,0.58,0.44
Josh Groban;Kelly Clarkson,1,55.0,55,0.27,0.22
Jxve,1,31.0,31,0.74,0.53
Juli,1,0.0,0,0.86,0.64
Drossel,1,31.0,31,0.79,0.68
Drugdealer;Weyes Blood,1,56.0,56,0.46,0.65
Drumsound & Bassline Smith;A.M.C.,1,15.0,15,0.95,0.31
Julianno Sosa;Keylon;Ak4:20,1,39.0,39,0.6,0.83
Julianno Sosa;Keed Baby,1,38.0,38,0.65,0.74
Julianno Sosa;Harry Nach,1,47.0,47,0.72,0.72
Julianno Sosa;Drako Mafia;Tunechikidd,1,41.0,41,0.76,0.83
Drumsound & Bassline Smith;Ayah Marar,1,18.0,18,0.83,0.43
Julian Winding,1,35.0,35,0.61,0.69
Drumsound & Bassline Smith;Fleur,1,18.0,18,0.84,0.49
Julian Lage,1,47.0,47,0.48,0.49
Drunk High Jinks,1,36.0,36,0.93,0.45
Julian Cope,1,31.0,31,0.75,0.66
Julian Calor;Ava Silver,1,52.0,52,0.88,0.61
Julia Vitória;One Service Project,1,39.0,39,0.87,0.6
Julia Scheeser;Crewkid,1,23.0,23,0.56,0.87
Julia Alexa;Belfa,1,56.0,56,0.27,0.67
Julie Andrews;Bill Lee,1,45.0,45,0.05,0.25
Julie Andrews;Bill Lee;Charmian Carr;Angela Cartwright;Duane Chase;Nicholas Hammond;Kym Karath;Heather Menzies;Debbie Turner,1,51.0,51,0.13,0.29
Julie Andrews;Charmian Carr;Heather Menzies;Nicholas Hammond;Duane Chase;Angela Cartwright;Debbie Turner;Kym Karath,1,51.0,51,0.26,0.68
Dro Kenji;KA$HDAMI,1,56.0,56,0.5,0.74
Julio De Caro,1,19.0,19,0.34,0.55
Julio Cesar;Sarah Fernandes;Riverson Vianna,1,26.0,26,0.45,0.38
Juliette Reilly,1,33.0,33,0.36,0.83
Dro Kenji;$NOT,1,63.0,63,0.58,0.77
Juliette & The Licks,1,25.0,25,0.92,0.6
Julieta Venegas,1,0.0,0,0.65,0.62
Dro Kenji;DC The Don,1,59.0,59,0.64,0.44
Dro Kenji;Scorey;Internet Money,1,53.0,53,0.49,0.8
Dropped Out;mohit;Yashraj,1,23.0,23,0.59,0.7
Julien Bam;Joon Kim;Vincent Lee,1,40.0,40,0.81,0.56
Julien Bam;AndrePlusPlus;Vincent Lee;Curly,1,43.0,43,0.76,0.89
Drokz;Akira;Tripped,1,21.0,21,1.0,0.55
Drone,1,64.0,64,0.06,0.2
Julie Pietri,1,38.0,38,0.65,0.59
Dropkick Murphys,1,70.0,70,0.93,0.45
Droplex;Mark Dekoda,1,49.0,49,0.53,0.93
Julia Alexa,1,56.0,56,0.26,0.55
Jules Massenet;The New Symphony Orchestra Of London;Raymond Agoult,1,57.0,57,0.09,0.16
Dualizm;Grmmr.126,1,57.0,57,0.53,0.69
Jules Massenet;Teatro la Fenice Orchestra;Marcello Viotti,1,21.0,21,0.06,0.1
Judy Kuhn;Beth Blankenship;Mandy Gonzalez,1,24.0,24,0.4,0.5
DualXess;PeachTree,1,30.0,30,0.81,0.76
Judy Garland,1,0.0,0,0.16,0.23
Judithe Abelsen,1,61.0,61,0.01,0.07
Judi Khan,1,64.0,64,0.0,0.2
DualXess;Stefan von BierKeller;Inked_Princess__,1,26.0,26,0.89,0.48
Dualist Inquiry,1,25.0,25,0.37,0.65
Judah & the Lion,1,0.0,0,0.68,0.53
Jubël;Noa Kirel,1,0.0,0,0.74,0.75
Jubël;NEIMY;Tiësto,1,60.0,60,0.62,0.68
Jubël;NEIMY,1,75.0,75,0.62,0.66
Jubël;HOLT,1,50.0,50,0.7,0.57
Jubël;Aleyna Tilki,1,62.0,62,0.8,0.66
Dualist Inquiry;Kavya Trehan,1,26.0,26,0.72,0.58
Jubin Nautiyal;Vishal Mishra;Raj Shekhar,1,43.0,43,0.47,0.67
Jubin Nautiyal;Shreya Ghoshal,1,51.0,51,0.9,0.53
Jubin Nautiyal;Shashwat Sachdev,1,61.0,61,0.6,0.51
Judy Kuhn;Emily Skeggs,1,22.0,22,0.05,0.64
Juelz Santana,1,61.0,61,0.89,0.94
Dua Lipa;Saweetie,1,4.0,4,0.59,0.85
Jules Massenet;Bomsori;NFM Wrocław Philharmonic;Giancarlo Guerrero,1,47.0,47,0.04,0.17
Jules Massenet;Renaud Capuçon;Daniel Harding;Deutsche Kammerphilharmonie Bremen,1,24.0,24,0.06,0.13
Jules Massenet;Renaud Capuçon,1,24.0,24,0.13,0.08
Jules Massenet;Nicola Benedetti;London Symphony Orchestra;Daniel Harding,1,47.0,47,0.07,0.2
Jules Massenet;Mischa Maisky;Daria Hovora,1,22.0,22,0.04,0.08
Jules Massenet;Michel Schwalbé;Berliner Philharmoniker;Herbert von Karajan,1,0.0,0,0.08,0.16
Jules Massenet;London Symphony Orchestra;Richard Bonynge,1,21.0,21,0.22,0.26
Jules Massenet;Joshua Bell;Michael Stern;Academy of St. Martin in the Fields,1,20.0,20,0.11,0.19
Jules Larson,1,31.0,31,0.66,0.53
Jugglerz;Miami Yacine;Nura;Bausa;Joshi Mizu,1,33.0,33,0.8,0.73
Jukka Poika;Nelli Petro,1,46.0,46,0.56,0.73
Jukebox The Ghost,1,60.0,60,0.62,0.6
Dua Lipa;BLACKPINK,1,59.0,59,0.73,0.68
Dua Lipa;Erika de Casier,1,0.0,0,0.85,0.6
Juice Brenner,1,27.0,27,0.44,0.8
Dua Lipa;Paraone,1,0.0,0,0.45,0.75
Jugglerz;Miwata,1,26.0,26,0.58,0.79
Julio Martel,1,21.0,21,0.37,0.53
Drics,1,55.0,55,0.38,0.73
Julio Martel;Alfredo De Angelis;Carlos Dante,1,21.0,21,0.54,0.6
Drezdenko - Kubas,1,29.0,29,0.98,0.65
Drake;Travis Scott,1,83.0,83,0.46,0.67
Justin Bieber;Burna Boy,1,0.0,0,0.72,0.79
Justin Bieber;BloodPop®,1,0.0,0,0.74,0.74
Drawn To The Sky,1,40.0,40,0.57,0.51
Justice,1,66.0,66,0.96,0.61
Just Kids,1,28.0,28,0.72,0.62
Dream,1,40.0,40,0.81,0.58
Just Kiddin,1,49.0,49,0.86,0.68
Just Her,1,43.0,43,0.96,0.47
Just Friends,1,33.0,33,0.79,0.68
Just D;Thorleifs,1,37.0,37,0.83,0.67
Just A Gent;SADBOii,1,40.0,40,0.71,0.48
Just A Gent;Nevve,1,50.0,50,0.38,0.7
Just A Gent;NGHTMRE,1,56.0,56,0.58,0.57
Just A Gent;McCall,1,54.0,54,0.75,0.79
Just A Gent,1,53.0,53,0.9,0.8
Jussi Björling;RCA Victor Orchestra;Robert Merrill;Renato Cellini,1,20.0,20,0.44,0.1
Justin Bieber;Daniel Caesar;Giveon,1,86.0,86,0.7,0.68
Drake;21 Savage,1,91.0,91,0.67,0.53
Justin Bieber;Quavo,1,0.0,0,0.55,0.81
Justin Quiles;Dalex;Konshens,1,45.0,45,0.83,0.75
Dr. Hook,1,0.0,0,0.77,0.59
Justo Betancourt;Conjunto Borincuba,1,29.0,29,0.94,0.6
Dr. Jean Feldman,1,56.0,56,0.31,0.87
Dr. Peacock;Sefa,1,62.0,62,0.99,0.48
Justine Clarke,1,42.0,42,0.51,0.68
Dr. SWAG,1,32.0,32,0.46,0.8
Dr. Silvana & Cia.,1,45.0,45,0.79,0.5
Justin Quiles;Chimbala;Zion & Lennox,1,76.0,76,0.9,0.77
Justin Bieber;The Kid LAROI,1,0.0,0,0.33,0.5
Draconian,1,41.0,41,0.7,0.38
Justin Moses;Barry Bales;Bryan Sutton;Michael Cleveland;Sierra Hull,1,20.0,20,0.59,0.56
Justin Moses,1,30.0,30,0.52,0.59
Dragonette;Sunnery James & Ryan Marciano;Cat Dealers;Bruno Martini,1,57.0,57,0.65,0.77
Dragonette;Sunnery James & Ryan Marciano;Cat Dealers;Bruno Martini;Les Bisous,1,51.0,51,0.71,0.76
Justin Jet Zorbas;Inum,1,43.0,43,0.68,0.56
Drake,1,84.0,84,0.45,0.75
Dream Flows,1,64.0,64,0.09,0.16
Jurassic 5,1,31.0,31,0.64,0.65
Jupiter Breeze,1,61.0,61,0.02,0.1
Juls;Miraa May;Donae'o,1,54.0,54,0.43,0.83
Jun Togawa,1,63.0,63,0.89,0.77
Drei Rana;Selena Marie,1,30.0,30,0.46,0.5
Jumo,1,55.0,55,0.53,0.72
Julyan Brynn,1,41.0,41,0.18,0.68
Juls;Tiggs Da Author;Santi,1,0.0,0,0.65,0.75
Juls;Sway Clarke,1,0.0,0,0.45,0.84
Drew Holcomb;Ellie Holcomb;Drew Holcomb & The Neighbors,1,56.0,56,0.81,0.62
Julio de la Rosa,1,26.0,26,0.14,0.39
Junerule;AUGUSTKID,1,55.0,55,0.5,0.6
Drew Sarich,1,20.0,20,0.44,0.34
Drew Sarich;Ensemble,1,22.0,22,0.73,0.51
Julio Sosa;Armando Pontier,1,33.0,33,0.42,0.45
Dreysson Rodrigues;MC Gui Andrade;DJ Léo BQ,1,43.0,43,0.48,0.95
Julio Secchin;Rebeca,1,40.0,40,0.65,0.82
Julio Secchin,1,40.0,40,0.38,0.65
Julio Preciado;Chuy Lizarraga,1,45.0,45,0.64,0.74
Drei Rana,1,29.0,29,0.28,0.69
Junerule;Weisser Quiff,1,58.0,58,0.48,0.73
Juno Reed,1,64.0,64,0.01,0.07
Dreamcatcher,1,64.0,64,0.95,0.68
Juno Mak;Kay Tse,1,50.0,50,0.54,0.46
Dream House,1,28.0,28,0.02,0.2
Junko Yagami,1,60.0,60,0.84,0.78
Dream on Dreamer,1,55.0,55,0.91,0.4
DreamReaper;MAGNAVOLT,1,45.0,45,0.98,0.51
Junior Gonzalez;Larry Harlow,1,26.0,26,0.7,0.65
Junior Doctor,1,54.0,54,0.86,0.64
Junior,1,38.0,38,0.39,0.54
Junge Junge;Kyle Pearce,1,0.0,0,0.49,0.72
Juninho Thybau,1,38.0,38,0.8,0.41
Juninho Black;Pregador Luo,1,22.0,22,0.9,0.74
Dreamer Boy;BENEE,1,0.0,0,0.74,0.56
Dreamgirl,1,60.0,60,0.46,0.18
Jungle Fire;Felipe Gordon,1,18.0,18,0.82,0.75
Junge Junge;Tyron Hapi,1,49.0,49,0.57,0.47
Junge Junge;Redward Martin,1,58.0,58,0.64,0.79
Jubin Nautiyal;Sameera Bharadwaj,1,56.0,56,0.64,0.5
Duane Eddy;The Rebelettes,1,1.0,1,0.92,0.69
Josh Groban;Ladysmith Black Mambazo,1,20.0,20,0.14,0.23
Dubdogz;Liu;Dubdisko,1,64.0,64,0.85,0.81
Dub Pistols;Serocee,1,18.0,18,0.82,0.76
Joy John,1,30.0,30,0.73,0.69
Dub Pistols;T.K. Lawrence;Dan Bowskill;Barry Ashworth;Will Hensel,1,17.0,17,0.85,0.79
Joy Crookes,1,61.0,61,0.84,0.66
Joy Again,1,80.0,80,0.9,0.68
Jovonn;Krystine Walker,1,9.0,9,0.81,0.86
Dub Pistols;TK,1,20.0,20,0.77,0.75
Dub Pistols;Too Many T's,1,10.0,10,0.92,0.65
DubVision;Afrojack,1,57.0,57,0.85,0.56
DubVision;Otto Knows;Alex Aris,1,60.0,60,0.86,0.72
DubVision;Robbie Rosen,1,49.0,49,0.86,0.62
DubVision;The Him,1,52.0,52,0.8,0.65
Jota Quest;Pic Schmitz;Breno Rocha,1,41.0,41,0.87,0.7
Jota Quest;Natiruts,1,42.0,42,0.86,0.66
Jota Quest;Milton Nascimento,1,41.0,41,0.56,0.43
Dubdogz;Bhaskar,1,69.0,69,0.57,0.72
Jota Quest;Jão,1,45.0,45,0.39,0.61
Dub Pistols;Seanie Tee;Neville Staple,1,16.0,16,0.94,0.57
Dub Pistols;Seanie Tee;Chezidek,1,18.0,18,0.8,0.59
Joyce Cheng;ANSONBEAN,1,19.0,19,0.87,0.66
João Bosco & Vinicius;Matheus,1,56.0,56,0.87,0.61
Dub Pistols;Rhoda Dakar,1,15.0,15,0.79,0.65
João Gilberto;Stan Getz,1,23.0,23,0.18,0.62
João Gilberto;Caetano Veloso;Gilberto Gil,1,28.0,28,0.13,0.47
João Donato,1,31.0,31,0.44,0.77
Dub Pistols;Rodney P;Lindy Layton;Barry Ashworth;Will Hensel,1,24.0,24,0.74,0.77
João Bosco e Gabriel;Flay,1,47.0,47,0.84,0.7
João Bosco & Vinicius;Tierry,1,48.0,48,0.73,0.48
